,file_name,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,chroma_frequency,rmse,label
0,blues.00000.wav,0.08315427459300023,1784.1658495387549,2002.4490601176958,3805.8396058403423,-113.57064819335938,121.57179260253906,-19.168142318725586,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704889297485352,15.34315013885498,-12.274109840393066,10.976572036743164,-8.326573371887207,8.803791999816895,-3.672300100326538,5.747994899749756,-5.162881851196289,0.7527398467063904,-1.6902146339416504,-0.40897896885871887,-2.3035225868225098,1.221290111541748,0.35008811950683594,0.1406884342432022,blues
1,blues.00001.wav,0.05611867136903629,1530.1766787460795,2039.0365160924302,3550.5220984084976,-207.50169372558594,123.99126434326172,8.955126762390137,35.877647399902344,2.9073195457458496,21.510467529296875,-8.560436248779297,23.370685577392578,-10.099660873413086,11.900496482849121,-5.555638790130615,5.376327037811279,-2.231760263442993,4.220139980316162,-6.012148380279541,0.9279974102973938,-0.7311248183250427,0.2950730621814728,-0.28351810574531555,0.5312158465385437,0.3409135937690735,0.10761933773756027,blues
2,blues.00002.wav,0.07640292900812035,1552.8118647610036,1747.7023116676025,3042.2602323810906,-90.72259521484375,140.44630432128906,-29.093889236450195,31.68433380126953,-13.984504699707031,25.764741897583008,-13.664875030517578,11.639933586120605,-11.783641815185547,9.71876049041748,-13.133803367614746,5.791199207305908,-8.907628059387207,-1.0770000219345093,-9.229273796081543,2.4516894817352295,-7.729092597961426,-1.8164068460464478,-3.439720392227173,-2.2312588691711426,0.36363720893859863,0.18322737514972687,blues
3,blues.00003.wav,0.03335932329395552,1070.1066149971293,1596.412872177028,2184.7457991951856,-199.54420471191406,150.0908966064453,5.662678241729736,26.859079360961914,1.7713992595672607,14.234030723571777,-4.832006454467773,9.286495208740234,-0.7591865062713623,8.137606620788574,-3.200653076171875,6.079319000244141,-2.4801738262176514,-1.079304575920105,-2.87078857421875,0.7808734774589539,-3.319596767425537,0.636965274810791,-0.6191211342811584,-3.4074490070343018,0.4047847092151642,0.1620294749736786,blues
4,blues.00004.wav,0.10157994783875345,1835.004265512071,1748.1721158264975,3579.757626703886,-160.33770751953125,126.21963500976562,-35.58781051635742,22.1480712890625,-32.47860336303711,10.852293968200684,-23.352331161499023,0.49843353033065796,-11.793437004089355,1.2072551250457764,-13.088418006896973,-2.8138670921325684,-6.933384418487549,-7.552725315093994,-9.164666175842285,-4.520575523376465,-5.454033851623535,-0.9168736934661865,-4.404826641082764,-11.70323371887207,0.30852603912353516,0.10335587710142136,blues
5,blues.00005.wav,0.09417734219409665,1831.993939606849,1729.6532869429993,3481.5175917198376,-177.7742462158203,118.20548248291016,-17.565879821777344,30.76239776611328,-21.747838973999023,11.920992851257324,-20.730993270874023,3.186577796936035,-8.586038589477539,-0.9328521490097046,-11.77243423461914,-2.405832052230835,-9.34366512298584,-9.936209678649902,-3.9039947986602783,-5.576590061187744,-1.8382631540298462,-2.783799886703491,-3.0479090213775635,-8.109991073608398,0.3024562895298004,0.12122748792171478,blues
6,blues.00006.wav,0.07317836063790242,1459.366471695765,1389.0091311849505,2795.610963330191,-190.0523681640625,130.28907775878906,-36.36953353881836,33.02903366088867,11.108782768249512,-0.6055834889411926,-20.871854782104492,0.2730247676372528,-6.486139297485352,-5.516767501831055,-7.839751720428467,-3.128592014312744,-6.596197128295898,-9.95037841796875,-6.535176753997803,-10.0680513381958,-10.913175582885742,-6.9713358879089355,-3.436504602432251,-6.483465671539307,0.29132795333862305,0.1700565218925476,blues
7,blues.00007.wav,0.06154483117102905,1451.6670658428172,1577.2709414206151,2954.836759987674,-179.34713745117188,136.46900939941406,-26.673137664794922,39.9842414855957,5.304416179656982,10.928611755371094,-20.56482696533203,8.511157035827637,-11.35724925994873,-3.46834659576416,-8.419937133789062,-6.9497151374816895,-3.5391387939453125,-8.041617393493652,-8.960675239562988,-8.426082611083984,-10.56893539428711,-10.784514427185059,-4.690677165985107,-8.630722045898438,0.3079547882080078,0.1513775736093521,blues
8,blues.00008.wav,0.06411965052569228,1719.3689480431462,2031.740381002539,3782.316288428074,-121.36394500732422,122.50668334960938,-14.73819637298584,46.131065368652344,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999984741211,-6.7183661460876465,6.992542266845703,-12.730595588684082,5.061324596405029,-5.18321418762207,-1.4525597095489502,-7.041823863983154,2.6952481269836426,3.4123053550720215,-2.7156925201416016,0.40887922048568726,0.14757750928401947,blues
9,blues.00009.wav,0.07925880258811654,1817.15086312572,1973.7733063015248,3943.490565182715,-213.239990234375,115.16560363769531,-11.69343090057373,39.01427459716797,-20.341278076171875,13.077605247497559,-9.173518180847168,9.011446952819824,-14.10063362121582,4.265941143035889,-6.046167373657227,3.7822070121765137,0.2217993438243866,-5.109399318695068,-0.4102303683757782,-1.1799207925796509,-1.916804552078247,-2.292660713195801,2.881967067718506,-4.235203742980957,0.27395039796829224,0.10467562824487686,blues
